"ssh.id" "ssh.label" "tadirah.id" "tadirah.uri" "wd.tadirahid" "wd.label" "tapor.id" "tapor.label" "tapor.desc" "wd.item"
"2106" "OQTNoO" "Weka (Waikato Environment for Knowledge Analysis)" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "354" "Weka" "Weka (Waikato Environment for Knowledge Analysis) is a free Java-based data mining workbench of machine learning algorithms, offered by the Machine Learning Group of the University of Waikato. It includes tools for data pre-processing, classification, clustering and visualization, among others. Development on Weka began in the early 1990s and it is extensively documented." "Q115494"
"2107" "7bWQX8" "Whatizit" "capturing" "https://vocabs.dariah.eu/tadirah/capturing" "Q123819225" "capturing" "1361" "Whatizit" "Whatizit can ingest up to 500,000 terms pasted into the input box and execute any of the pre-defined text analysis pipelines." NA
"2108" "7bWQX8" "Whatizit" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "1361" "Whatizit" "Whatizit can ingest up to 500,000 terms pasted into the input box and execute any of the pre-defined text analysis pipelines." NA
"2109" "7bWQX8" "Whatizit" "stylisticAnalysis" "https://vocabs.dariah.eu/tadirah/stylisticAnalysis" "Q11873636" "stylistic analysis" "1361" "Whatizit" "Whatizit can ingest up to 500,000 terms pasted into the input box and execute any of the pre-defined text analysis pipelines." NA
"2110" "7bWQX8" "Whatizit" "structuralAnalysis" "https://vocabs.dariah.eu/tadirah/structuralAnalysis" "Q123751127" "structuralAnalysis" "1361" "Whatizit" "Whatizit can ingest up to 500,000 terms pasted into the input box and execute any of the pre-defined text analysis pipelines." NA
"2111" "QkhSZ2" "Widen" "publishing" "https://vocabs.dariah.eu/tadirah/publishing" "Q3972943" "publishing" "850" "Widen" "A marketing technology company offering cloud-based digital asset management that facilitates finding/organizing/sharing images, and media files (video, etc.)  Although pricing is custom built based on required features and users, they do offer discounts for non-profit and education institutions. Features include:On-the-fly file conversions for images, audio & video,Image watermarking,Unlimited user roles with configurable permissions,Fully configurable metadata schema with read/write ability,Asset group level security for lifecycle management." "Q56274617"
"2112" "QkhSZ2" "Widen" "disseminating" "https://vocabs.dariah.eu/tadirah/disseminating" "Q123819226" "disseminating" "850" "Widen" "A marketing technology company offering cloud-based digital asset management that facilitates finding/organizing/sharing images, and media files (video, etc.)  Although pricing is custom built based on required features and users, they do offer discounts for non-profit and education institutions. Features include:On-the-fly file conversions for images, audio & video,Image watermarking,Unlimited user roles with configurable permissions,Fully configurable metadata schema with read/write ability,Asset group level security for lifecycle management." "Q56274617"
"2113" "QkhSZ2" "Widen" "organizing" "https://vocabs.dariah.eu/tadirah/organizing" "Q36993249" "organizing" "850" "Widen" "A marketing technology company offering cloud-based digital asset management that facilitates finding/organizing/sharing images, and media files (video, etc.)  Although pricing is custom built based on required features and users, they do offer discounts for non-profit and education institutions. Features include:On-the-fly file conversions for images, audio & video,Image watermarking,Unlimited user roles with configurable permissions,Fully configurable metadata schema with read/write ability,Asset group level security for lifecycle management." "Q56274617"
"2114" "QkhSZ2" "Widen" "storing" "https://vocabs.dariah.eu/tadirah/storing" "Q123819222" "storing" "850" "Widen" "A marketing technology company offering cloud-based digital asset management that facilitates finding/organizing/sharing images, and media files (video, etc.)  Although pricing is custom built based on required features and users, they do offer discounts for non-profit and education institutions. Features include:On-the-fly file conversions for images, audio & video,Image watermarking,Unlimited user roles with configurable permissions,Fully configurable metadata schema with read/write ability,Asset group level security for lifecycle management." "Q56274617"
"2115" "n6Xnct" "Wiggio" "creating" "https://vocabs.dariah.eu/tadirah/creating" "Q123819227" "creating" "1293" "Wiggio" "Wiggio was a free service that allowed users to create groups, host virtual meetings and conference calls, manage events, create to-do lists, poll members, send messages, and upload and manage folders. You could connect with your Facebook account or create a new and free account with Wiggio. They are no longer supporting previously available Wiggio apps.

Wiggio has shut down, and the site is only a placeholder, now." NA
"2116" "n6Xnct" "Wiggio" "collaborating" "https://vocabs.dariah.eu/tadirah/collaborating" "Q1145523" "collaborating" "1293" "Wiggio" "Wiggio was a free service that allowed users to create groups, host virtual meetings and conference calls, manage events, create to-do lists, poll members, send messages, and upload and manage folders. You could connect with your Facebook account or create a new and free account with Wiggio. They are no longer supporting previously available Wiggio apps.

Wiggio has shut down, and the site is only a placeholder, now." NA
"2117" "n6Xnct" "Wiggio" "commenting" "https://vocabs.dariah.eu/tadirah/commenting" "Q123783460" "commenting" "1293" "Wiggio" "Wiggio was a free service that allowed users to create groups, host virtual meetings and conference calls, manage events, create to-do lists, poll members, send messages, and upload and manage folders. You could connect with your Facebook account or create a new and free account with Wiggio. They are no longer supporting previously available Wiggio apps.

Wiggio has shut down, and the site is only a placeholder, now." NA
"2118" "n6Xnct" "Wiggio" "communicating" "https://vocabs.dariah.eu/tadirah/communicating" "Q11024" "communicating" "1293" "Wiggio" "Wiggio was a free service that allowed users to create groups, host virtual meetings and conference calls, manage events, create to-do lists, poll members, send messages, and upload and manage folders. You could connect with your Facebook account or create a new and free account with Wiggio. They are no longer supporting previously available Wiggio apps.

Wiggio has shut down, and the site is only a placeholder, now." NA
"2119" "n6Xnct" "Wiggio" "disseminating" "https://vocabs.dariah.eu/tadirah/disseminating" "Q123819226" "disseminating" "1293" "Wiggio" "Wiggio was a free service that allowed users to create groups, host virtual meetings and conference calls, manage events, create to-do lists, poll members, send messages, and upload and manage folders. You could connect with your Facebook account or create a new and free account with Wiggio. They are no longer supporting previously available Wiggio apps.

Wiggio has shut down, and the site is only a placeholder, now." NA
"2120" "n6Xnct" "Wiggio" "sharing" "https://vocabs.dariah.eu/tadirah/sharing" "Q459221" "sharing" "1293" "Wiggio" "Wiggio was a free service that allowed users to create groups, host virtual meetings and conference calls, manage events, create to-do lists, poll members, send messages, and upload and manage folders. You could connect with your Facebook account or create a new and free account with Wiggio. They are no longer supporting previously available Wiggio apps.

Wiggio has shut down, and the site is only a placeholder, now." NA
"2121" "n6Xnct" "Wiggio" "storing" "https://vocabs.dariah.eu/tadirah/storing" "Q123819222" "storing" "1293" "Wiggio" "Wiggio was a free service that allowed users to create groups, host virtual meetings and conference calls, manage events, create to-do lists, poll members, send messages, and upload and manage folders. You could connect with your Facebook account or create a new and free account with Wiggio. They are no longer supporting previously available Wiggio apps.

Wiggio has shut down, and the site is only a placeholder, now." NA
"2122" "VCREUv" "Wikidot" "collating" "https://vocabs.dariah.eu/tadirah/collating" "Q65770408" "collation" "1169" "Wikidot" "Wikidot is a web application service that allows you to create a traditional wiki, forum, or blog. Wikidot is also a large community with an active question and answer forum." "Q111796886"
"2123" "VCREUv" "Wikidot" "editing" "https://vocabs.dariah.eu/tadirah/editing" "Q194105" "editing" "1169" "Wikidot" "Wikidot is a web application service that allows you to create a traditional wiki, forum, or blog. Wikidot is also a large community with an active question and answer forum." "Q111796886"
"2124" "VCREUv" "Wikidot" "webDevelopment" "https://vocabs.dariah.eu/tadirah/webDevelopment" "Q386275" "web development" "1169" "Wikidot" "Wikidot is a web application service that allows you to create a traditional wiki, forum, or blog. Wikidot is also a large community with an active question and answer forum." "Q111796886"
"2125" "rzY6gr" "Wiki Map Project" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "369" "WikiMap" "Wiki Map Project was designed by Protovis and jQuery to visualize the data provided by Wikipedia. The program provides data animation and graph visualization with an option to explore the nodes connections.  " "Q99232292"
"2126" "rzY6gr" "Wiki Map Project" "analyzing" "https://vocabs.dariah.eu/tadirah/analyzing" "Q217602" "analyzing" "369" "WikiMap" "Wiki Map Project was designed by Protovis and jQuery to visualize the data provided by Wikipedia. The program provides data animation and graph visualization with an option to explore the nodes connections.  " "Q99232292"
"2127" "rzY6gr" "Wiki Map Project" "visualAnalysis" "https://vocabs.dariah.eu/tadirah/visualAnalysis" "Q95832426" "visualAnalysis" "369" "WikiMap" "Wiki Map Project was designed by Protovis and jQuery to visualize the data provided by Wikipedia. The program provides data animation and graph visualization with an option to explore the nodes connections.  " "Q99232292"
"2128" "BnPDgb" "WikiMindMap" "dataVisualization" "https://vocabs.dariah.eu/tadirah/dataVisualization" "Q6504956" "dataVisualization" "1064" "Extension:WikiMindMap" "WikiMindMap is a mindmapping tool that allows you to browse in wiki content. It uses an interactive interface based on a system of nodes and brackets. Maps may be exported into FreeMind." "Q21679262"
"2129" "we07bS" "WikiPack" "gathering" "https://vocabs.dariah.eu/tadirah/gathering" "Q123751128" "gathering" "980" "WikiPack" "WikiPack is a web based personal information organizer and Markdown editor that uses Dropbox for synced storage. Using plain text Markdown files and WikiWords, WikiPack gives information context and links entries together by turning your Markdown pages into a private, password protected wiki. The easy to use Markdown language lets you create and edit your wiki pages without having to learn complex wiki syntax. WikiPack features page history/versioning and visual change comparisons in the browser-based GUI and store all of your files in your Dropbox account. You can import existing markdown files to sync WikiPack with other apps and services using Dropbox, or use the quick-start template to set up new wikis.WikiPack includes a GUI markdown editor with syntax highlighting, built-in markdown reference, support for Multimarkdown table, and toolbar buttons with keyboard shortcuts and tools for common formatting. WikiPack works in the browser so you can use it on any desktop or mobile device that has an internet connection and Dropbox functionality." NA
"2130" "we07bS" "WikiPack" "annotating" "https://vocabs.dariah.eu/tadirah/annotating" "Q857525" "annotating" "980" "WikiPack" "WikiPack is a web based personal information organizer and Markdown editor that uses Dropbox for synced storage. Using plain text Markdown files and WikiWords, WikiPack gives information context and links entries together by turning your Markdown pages into a private, password protected wiki. The easy to use Markdown language lets you create and edit your wiki pages without having to learn complex wiki syntax. WikiPack features page history/versioning and visual change comparisons in the browser-based GUI and store all of your files in your Dropbox account. You can import existing markdown files to sync WikiPack with other apps and services using Dropbox, or use the quick-start template to set up new wikis.WikiPack includes a GUI markdown editor with syntax highlighting, built-in markdown reference, support for Multimarkdown table, and toolbar buttons with keyboard shortcuts and tools for common formatting. WikiPack works in the browser so you can use it on any desktop or mobile device that has an internet connection and Dropbox functionality." NA
